hole_number,depth_from,depth_to,CLV
UJDBR0083,160.45,172.45,XTC
UJDBR0082,0,1.1,AT
UJDBR0082,1.1,44.8,XTF
UJDBR0082,44.8,51.95,IS
UJDBR0082,51.95,71.4,IC
UJDBR0082,71.4,77.7,IF
UJDBR0082,77.7,106.35,IC
UJDBR0082,106.35,111.5,IS
UJDBR0082,111.5,114.5,INF
UJDBR0082,114.5,123.95,IS
UJDBR0082,123.95,129.25,IC
UJDBR0082,129.25,161.3,IF
UJDBR0082,161.3,184.9,IF
UJDBR0082,184.9,209.85,IF
UJDBR0082,209.85,216.35,IF
UJDBR0082,216.35,219.6,VQS
UJDBR0080,0,4.05,AT
UJDBR0080,4.05,25.3,XTF
UJDBR0080,25.3,27.3,SR
UJDBR0080,27.3,33.5,IF
UJDBR0080,33.5,39.95,IF
UJDBR0080,39.95,41.45,SR
UJDBR0080,41.45,52.9,IF
UJDBR0080,52.9,59.5,IF
UJDBR0080,59.5,83.95,IMNF
UJDBR0080,83.95,87.4,BRF
UJDBR0080,87.4,98.5,IS
UJDBR0080,98.5,106.45,IF
UJDBR0080,106.45,113.75,IF
UJDBR0080,113.75,118.9,IF
UJDBR0080,168.1,242.2,QZC
UJDBR0080,242.2,247.2,XTC
UJDBR0079,0,1.2,AT
UJDBR0079,1.2,13.3,IF
UJDBR0079,13.3,21.6,IF
UJDBR0079,21.6,31.15,IF
UJDBR0079,31.15,36.3,INF
UJDBR0079,36.3,41.9,XTF
UJDBR0079,41.9,51,IF
UJDBR0079,51,56.75,IF
UJDBR0079,56.75,93.45,IF
UJDBR0079,93.45,102.15,IS
UJDBR0079,102.15,110.15,XTF
UJDBR0079,110.15,129.35,XTS
UJDBR0078,0,4.75,IF
UJDBR0078,4.75,21.85,IF
UJDBR0078,21.85,29.55,IF
UJDBR0078,29.55,40.75,XTF
UJDBR0078,40.75,42.8,SR
UJDBR0078,42.8,48.65,IF
UJDBR0078,48.65,79.45,XTF
UJDBR0078,79.45,81.15,VQS
UJDBR0078,81.15,100.3,XTF
UJDBR0077,0,3.8,CG
UJDBR0077,3.8,9.25,INF
UJDBR0077,9.25,18.7,IF
UJDBR0077,18.7,20.7,SR
UJDBR0077,20.7,21.6,IF
UJDBR0077,21.6,23.6,SR
UJDBR0077,23.6,28.7,IF
UJDBR0077,28.7,49.95,IF
UJDBR0077,49.95,63.7,IF
UJDBR0077,63.7,75.75,XTF
UJDBR0077,75.75,100.2,IF
UJDBR0077,100.2,116.45,IF
UJDBR0077,116.45,121.05,INF
UJDBR0077,121.05,131,IF
UJDBR0077,131,143.25,IF
UJDBR0077,143.25,152.6,IANF
UJDBR0077,152.6,178.85,IS
UJDBR0077,178.85,186.95,IF
UJDBR0077,186.95,196.7,XTF
UJDBR0077,196.7,211.95,QZS
UJDBR0077,211.95,222.95,QZC
UJDBR0077,222.95,262.2,XTC
UJDBR0076,0,8.3,LT
UJDBR0076,8.3,12.5,CG
UJDBR0076,12.5,31.45,IF
UJDBR0076,31.45,93.4,IF
UJDBR0076,93.4,148.35,IF
UJDBR0076,148.35,153.65,INF
UJDBR0076,153.65,165.35,IF
UJDBR0076,165.35,174.6,IF
UJDBR0076,174.6,176.1,SR
UJDBR0076,176.1,192.1,IF
UJDBR0076,192.1,211.2,IANF
UJDBR0076,211.2,220.2,IF
UJDBR0076,220.2,225.2,IF
UJDBR0075,0,2.7,AT
UJDBR0075,2.7,24.05,IF
UJDBR0075,24.05,33.5,IF
UJDBR0075,33.5,49.1,IF
UJDBR0075,49.1,54.15,IANF
UJDBR0075,54.15,60,IC
UJDBR0075,60,66.05,IANF
UJDBR0075,103.6,112.4,IF
UJDBR0075,112.4,119.95,IF
UJDBR0075,142.3,160.9,IF
UJDBR0075,160.9,169.9,IF
UJDBR0075,169.9,175.6,INF
UJDBR0075,175.6,182.75,IANF
UJDBR0075,182.75,192.35,IF
UJDBR0075,192.35,193.85,SR
UJDBR0075,193.85,198.95,IF
UJDBR0075,198.95,212.6,XTF
UJDBR0075,212.6,225.85,IF
UJDBR0075,225.85,232.85,XTF
UJDBR0075,232.85,264.4,QZC
UJDBR0074,0,0.6,AT
UJDBR0074,0.6,33.65,IF
UJDBR0074,33.65,41,QZF
UJDBR0074,41,61.5,XTF
UJDBR0074,82.3,97.6,QFF
UJDBR0074,97.6,105.15,ICTF
UJDBR0074,105.15,111.75,QFF
UJDBR0074,111.75,119.35,ICTF
UJDBR0074,119.35,145.65,IF
UJDBR0074,145.65,165.4,IANF
UJDBR0074,165.4,170.65,IS
UJDBR0074,170.65,172.7,SR
UJDBR0074,172.7,186.6,IF
UJDBR0074,186.6,229.2,IS
UJDBR0074,229.2,243.45,IF
UJDBR0074,243.45,255.2,QZF
UJDBR0074,255.2,276.75,XTC
UJDBR0069,0,1,AT
UJDBR0069,1,14.05,IF
UJDBR0069,14.05,19.3,XTF
UJDBR0069,19.3,43.8,IF
UJDBR0069,43.8,53.2,IF
UJDBR0069,53.2,67.5,IF
UJDBR0069,67.5,73.8,IF
UJDBR0069,73.8,94,XTF
UJDBR0040,0,10.8,LT
UJDBR0040,10.8,12.15,CG
UJDBR0040,12.15,19.2,IF
UJDBR0040,19.2,21.2,SR
UJDBR0040,21.2,28.5,IF
UJDBR0040,28.5,30,SR
UJDBR0040,30,45.8,IF
UJDBR0040,45.8,47.8,SR
UJDBR0040,47.8,57.9,IF
UJDBR0040,57.9,73.05,IF
UJDBR0040,73.05,74.55,SR
UJDBR0040,74.55,84.55,IF
UJDBR0040,84.55,90.8,IF
UJDBR0040,90.8,96.75,IF
UJDBR0040,96.75,131.9,XTF
UJDBR0040,131.9,138.4,IF
UJDBR0040,138.4,141,XTF
UJDBR0040,141,148.25,IF
UJDBR0040,155.7,159.6,HS
UJDBR0037,0,32.25,LT
UJDBR0037,32.25,38.6,CG
UJDBR0037,38.6,43.9,INF
UJDBR0037,43.9,54.15,CG
UJDBR0037,54.15,73.2,IF
UJDBR0037,73.2,92.2,XTF
UJDBR0037,92.2,106.1,IF
UJDBR0037,106.1,113.35,IANF
UJDBR0037,113.35,115.05,SR
UJDBR0037,115.05,138.1,IANF
UJDBR0037,138.1,143.7,IF
UJDBR0037,143.7,155.45,IS
UJDBR0037,155.45,160.65,SXC
UJDBR0037,160.65,185,SXC
UJDBR0037,185,186.6,SR
UJDBR0037,186.6,192.15,IF
UJDBR0037,192.15,199.75,XTF
UJDBR0037,199.75,214.8,IF
UJDBR0035,0,15.1,LT
UJDBR0035,15.1,20.9,CG
UJDBR0035,20.9,27.7,INF
UJDBR0035,27.7,32.45,HC
UJDBR0035,32.45,37.05,HF
UJDBR0035,37.05,41.4,IANF
UJDBR0035,41.4,46.6,IF
UJDBR0035,46.6,79.5,IF
UJDBR0035,79.5,110.8,IF
UJDBR0035,110.8,131.35,XTF
UJDBR0035,142.6,144.6,SR
UJDBR0035,144.6,146.9,XTF
UJDBR0035,146.9,166.7,QZC
UJDBR0035,166.7,168.2,SR
UJDBR0035,168.2,181.75,QZC
UJDBR0035,181.75,189.2,XTF
UJDBR0035,189.2,227.45,QZC
UJDBR0033,0,0.4,RO
UJDBR0033,0.4,7.25,LT
UJDBR0033,7.25,16,CG
UJDBR0033,16,21.35,IF
UJDBR0033,21.35,33.75,IF
UJDBR0033,33.75,48.4,XTF
UJDBR0033,48.4,57.9,HMNF
UJDBR0033,81.3,102.25,IF
UJDBR0033,102.25,115.25,IF
UJDBR0033,157.6,169.25,QFC
UJDBR0033,169.25,201.8,QZC
UJDBR0020,0,14.25,LT
UJDBR0020,14.25,30.65,CG
UJDBR0020,30.65,40.95,CG
UJDBR0020,40.95,59.75,ANF
UJDBR0020,59.75,73.4,IMNF
UJDBR0020,73.4,98.85,IF
UJDBR0020,98.85,118.65,IANF
UJDBR0020,118.65,131.5,IANF
UJDBR0020,131.5,139.4,IF
UJDBR0020,139.4,145.45,ANF
UJDBR0020,145.45,161.8,XTF
UJDBR0020,161.8,201.9,QZC
UJDBR0017,14.7,20.4,IF
UJDBR0017,20.4,67.35,IF
UJDBR0017,67.35,85.7,HF
UJDBR0017,85.7,117.25,IF
UJDBR0017,117.25,125.7,HF
UJDBR0017,125.7,145.3,IF
UJDBR0017,145.3,153.95,IF
UJDBR0017,153.95,184.55,IF
UJDBR0017,184.55,197.8,IF
UJDBR0017,197.8,211.7,IF
UJDBR0017,211.7,227.2,IF
UJDBR0017,227.2,232.5,IF
UJDBR0017,232.5,237.6,IS
UJDBR0017,244.75,252.4,IS
UJDBR0017,255.9,266.1,IS
UJDBR0017,266.1,287.8,IS
UJDBR0017,287.8,301.5,IF
UJDBR0017,312.8,318.9,IS
UJDBR0017,327.7,338.05,IF
UJDBR0017,338.05,345.7,IS
UJDBR0017,345.7,384.85,IS
UJDBR0005,0,11.35,LT
UJDBR0005,20.5,28.2,IANS
UJDBR0005,28.2,76.05,IANF
UJDBR0005,109.1,138.3,IF
UJDBR0005,138.3,140.7,XTF
UJDBR0005,140.7,149.8,IF
UJDBR0005,149.8,169.6,XTF
UJDBR0005,179,184,XTF
UJDBR0005,184,188.1,QZF
UJDBR0005,188.1,196,IF
UJDBR0005,198.9,205.65,IF
UJDBR0005,205.65,207.65,SR
UJDBR0005,207.65,214.8,IF
UJDBR0005,214.8,226.4,XTF
UJDBR0005,226.4,238.95,QZC
UJDBR0005,238.95,243.45,XTC
UJDBR0005,243.45,249.25,QZC
UJDBR0001,0,1.95,AT
UJDBR0001,1.95,15.35,IF
UJDBR0001,15.35,34.05,IF
UJDBR0001,34.05,58,IF
UJDBR0001,58,67.4,IF
UJDBR0001,67.4,83.2,IF
UJDBR0001,83.2,106.65,IF
UJDBR0001,106.65,113.35,IF
UJDBR0001,113.35,128.55,IF
UJDBR0001,128.55,137.45,IF
UJDBR0001,137.45,147.3,IF
UJDBR0001,147.3,184.85,IF
UJDBR0001,210.6,221.95,IF
UJDBR0001,240.9,298.7,IF
UJDBA40174,0,2.1,LT
UJDBA40170,0,3.3,LT
UJDBA40098,0,2.1,AT
UJDA4P0020,0,1.7,AT
UJDA4P0020,1.7,7.3,XTF
UJDA4P0020,7.3,16.45,ICTF
UJDA4P0020,16.45,41.3,QZF
UJDA4P0020,41.3,51.35,XTF
UJDA4P0020,58.35,102.8,QFF
UJDA4P0020,102.8,113.5,ICTF
UJDA4P0020,113.5,138,IC
UJDA4P0020,138,140.55,DOC
UJDA4P0020,140.55,147.35,IDOC
UJDA4P0020,147.35,161.8,DOC
UJDA4P0020,161.8,172.6,DOC
UJDA4P0020,172.6,180.3,IDOC
UJDA4P0020,180.3,195,IC
UJDA4P0020,195,204.25,QZC
UJDA4P0019,0,0.8,AT
UJDA4P0019,0.8,10.1,ICTF
UJDA4P0019,10.1,16.55,IMNF
UJDA4P0019,16.55,38.25,ICTF
UJDA4P0019,38.25,40.45,SR
UJDA4P0019,40.45,41.95,IF
UJDA4P0019,41.95,43.55,SR
UJDA4P0019,43.55,49.1,IS
UJDA4P0019,59.8,61.65,FLC
UJDA4P0019,61.65,66.7,IDOC
UJDA4P0019,66.7,70.05,FLC
UJDA4P0019,70.05,72.05,IDOC
UJDA4P0019,87,101.2,IC
UJDA4P0019,101.2,107.8,QZC
UJDA4P0019,107.8,137.95,QZC
UJDA4P0018,0,1.45,AT
UJDA4P0018,1.45,24.6,ICTF
UJDA4P0018,24.6,32.25,ICTF
UJDA4P0018,50.35,52.7,IDOC
UJDA4P0018,52.7,61.6,DOC
UJDA4P0018,82.15,86.7,QZC
UJDA4P0018,119.15,140.5,FLC
UJDA4P0017,0,200,DT
UJDA4P0017,200,229.6,IANC
UJDA4P0017,229.6,256.55,IDOC
UJDA4P0017,256.55,302.75,IC
UJDA4P0017,302.75,337.55,FLC
UJDA4P0016,0,70,DT
UJDA4P0016,70,82.2,IS
UJDA4P0016,82.2,104.45,FLC
UJDA4P0016,104.45,142.35,IC
UJDA4P0016,142.35,169.2,FLC
UJDA4P0014,0,2.25,AT
UJDA4P0014,2.25,6.85,IF
UJDA4P0014,6.85,10.1,IGOF
UJDA4P0014,10.1,39.3,IS
UJDA4P0014,39.3,47,IMNF
UJDA4P0014,47,53.7,IC
UJDA4P0014,53.7,58.25,IS
UJDA4P0014,58.25,130.25,IC
UJDA4P0014,130.25,134.3,FLC
UJDA4P0014,134.3,139.3,IC
UJDA4P0014,139.3,196.3,IC
UJDA4P0014,196.3,229.05,FLC
UJDA4P0014,229.05,230.55,QZC
UJDA4P0013,0,26.1,IF
UJDA4P0013,26.1,57.05,IS
UJDA4P0013,57.05,63.55,IF
UJDA4P0013,63.55,81.65,IS
UJDA4P0013,81.65,93.8,IANS
UJDA4P0013,93.8,112.05,IANS
UJDA4P0013,208.4,220.35,DOC
UJDA4P0013,220.35,237.2,IDOC
UJDA4P0013,237.2,242,DOC
UJDA4P0013,242,247.35,IDOC
UJDA4P0013,247.35,260.5,DOC
UJDA4P0013,260.5,267.1,IDOC
UJDA4P0012,0,6.65,IF
UJDA4P0012,6.65,17.8,ICTF
UJDA4P0012,17.8,26.5,IF
UJDA4P0012,26.5,44.8,IF
UJDA4P0012,44.8,54,IS
UJDA4P0012,54,68.35,IS
UJDA4P0012,68.35,78.1,IS
UJDA4P0012,78.1,133.85,IC
UJDA4P0012,133.85,144.8,IGOS
UJDA4P0012,144.8,155.45,IN
UJDA4P0012,155.45,161.7,IGOC
UJDA4P0012,161.7,181.75,IC
UJDA4P0012,181.75,186.5,IF
UJDA4P0012,186.5,193.85,IS
UJDA4P0012,193.85,212.85,IC
UJDA4P0011,0,0.55,CG
UJDA4P0011,0.55,22.15,IF
UJDA4P0011,22.15,49.1,IF
UJDA4P0011,49.1,69.15,IS
UJDA4P0011,69.15,74.5,IF
UJDA4P0011,74.5,86.6,ICTF
UJDA4P0011,86.6,116.6,IS
UJDA4P0011,116.6,122.8,IS
UJDA4P0011,122.8,160.5,IS
UJDA4P0011,170.25,178.2,IDOC
UJDA4P0011,178.2,234.15,IDOC
UJDA4P0010,0,2.85,CG
UJDA4P0010,2.85,10.5,IGOF
UJDA4P0010,10.5,22.9,IS
UJDA4P0010,22.9,30.5,IF
UJDA4P0010,30.5,39.95,IF
UJDA4P0010,39.95,81.5,IS
UJDA4P0010,81.5,82.7,ANF
UJDA4P0009,0,25.45,IF
UJDA4P0009,25.45,31.4,IF
UJDA4P0009,31.4,41.5,ICTF
UJDA4P0009,41.5,64,IF
UJDA4P0009,64,69.4,IS
UJDA4P0009,69.4,83,IF
UJDA4P0009,83,87.7,ICTF
UJDA4P0009,87.7,103.1,IS
UJDA4P0009,103.1,104.8,VQC
UJDA4P0009,104.8,124.4,IC
UJDA4P0009,124.4,149.75,IC
UJDA4P0009,149.75,224.3,FLC
UJDA4P0008,0,9.5,IF
UJDA4P0008,9.5,13.35,FLF
UJDA4P0008,13.35,22.8,IF
UJDA4P0008,22.8,30.3,FLF
UJDA4P0008,30.3,45.25,IF
UJDA4P0008,45.25,56.7,IF
UJDA4P0008,56.7,62,IS
UJDA4P0008,62,76.25,IF
UJDA4P0008,76.25,81.6,FLF
UJDA4P0007,0,27.75,IF
UJDA4P0007,27.75,48.35,IF
UJDA4P0007,48.35,56.25,IF
UJDA4P0007,56.25,75.65,IF
UJDA4P0007,75.65,84.65,IF
UJDA4P0007,84.65,94.85,IF
UJDA4P0007,94.85,117.5,IS
UJDA4P0007,117.5,125.9,IF
UJDA4P0007,125.9,131.35,SR
UJDA4P0007,131.35,169.1,IC
UJDA4P0007,169.1,177.9,FLS
UJDA4P0007,177.9,179.8,SR
UJDA4P0007,179.8,190.75,FLC
UJDA4P0007,190.75,209.05,QZC
UJDA4P0006,10.8,16.15,ICTF
UJDA4P0006,23.4,26.3,FLF
UJDA4P0006,26.3,38,ICTF
UJDA4P0006,38,52.8,IGOF
UJDA4P0006,52.8,60.35,IF
UJDA4P0006,60.35,61.9,SR
UJDA4P0006,71.95,77.5,ICTF
UJDA4P0006,77.5,93.65,FLF
UJDA4P0006,93.65,99,QZF
UJDA4P0005,0,14.7,IF
UJDA4P0005,14.7,25.3,IS
UJDA4P0005,25.3,30.9,IF
UJDA4P0005,30.9,38.9,IANS
UJDA4P0005,38.9,40.25,FLC
UJDA4P0005,40.25,45.05,IANF
UJDA4P0005,45.05,49.45,IF
UJDA4P0005,49.45,56.75,IS
UJDA4P0005,56.75,81.05,IC
UJDA4P0005,81.05,93.3,FLC
UJDA4P0005,93.3,112.5,FLC
UJDA4P0004,0,15.55,IF
UJDA4P0004,15.55,18.25,IF
UJDA4P0004,18.25,27.4,IF
UJDA4P0004,27.4,31.6,IMNF
UJDA4P0004,31.6,37.75,IF
UJDA4P0004,37.75,59.8,IF
UJDA4P0004,59.8,69.5,IS
UJDA4P0004,69.5,83.05,FLS
UJDA4P0004,83.05,100.45,IS
UJDA4P0004,100.45,120.5,IC
UJDA4P0004,120.5,152.15,FLC
UJDA4P0003,0,3,CG
UJDA4P0003,3,19.9,IF
UJDA4P0003,19.9,30,IS
UJDA4P0003,130.8,138.4,ICTF
UJDA4P0003,138.4,153,IGOS
UJDA4P0003,165.5,175.6,IGOC
UJDA4P0003,175.6,181.95,ANS
UJDA4P0003,181.95,195.7,IDOC
UJDA4P0003,195.7,216.8,QZC
UJDA4P0002,43.45,59.15,IS
UJDA4P0002,59.15,67.1,IS
UJDA4P0002,67.1,74.55,IF
UJDA4P0002,74.55,80.25,ICTC
UJDA4P0002,80.25,82.25,FLF
UJDA4P0002,92.7,95.65,ANC
UJDA4P0002,95.65,112.95,IANC
UJDA4P0002,112.95,116.05,ANC
UJDA4P0002,116.05,127.6,ICTC
UJDA4P0002,127.6,129.95,INC
UJDA4P0002,129.95,143.6,IF
UJDA4P0002,143.6,151.05,ANC
UJDA4P0002,151.05,181.75,QZC
UJDA4P0002,181.75,210.95,FLC
UJDA4P0001,0,9.2,IF
UJDA4P0001,9.2,28.05,IF
UJDA4P0001,28.05,36.6,IF
UJDA4P0001,36.6,49.15,IS
UJDA4P0001,49.15,57.5,IF
UJDA4P0001,57.5,62.75,ICTF
UJDA4P0001,62.75,82.55,IS
UJDA4P0001,82.55,96,IS
UJDA4P0001,96,123.9,IS
UJDA4P0001,123.9,135.5,IC
UJDA4P0001,147.9,153.95,IS
UJDA4P0001,153.95,222.85,IDOC
UJDA4P0001,238.95,244.2,FLC
UJDA4L0649,0,28,IGOF
UJDA4L0649,28,47.9,IARF
UJDA4L0649,70.45,73.2,INF
UJDA4L0648,0,2.25,AT
UJDA4L0648,2.25,47.25,IGOF
UJDA4L0648,47.25,63.6,HGOF
UJDA4L0648,63.6,95,IF
UJDA4L0648,95,100.9,IS
UJDA4L0648,100.9,109.7,IF
UJDA4L0648,109.7,125.1,IS
UJDA4L0648,125.1,129.55,IF
UJDA4L0648,129.55,144.65,IS
UJDA4L0648,144.65,166.2,IF
UJDA4L0648,166.2,175.55,IC
UJDA4L0648,175.55,200.3,IF
UJDA4L0648,200.3,224.85,IS
UJDA4L0648,224.85,233.4,IGOF
UJDA4L0648,233.4,245.65,IS
UJDA4L0648,245.65,263.85,IF
UJDA4L0648,263.85,280.75,IC
UJDA4L0648,280.75,289.7,IF
UJDA4L0648,289.7,365.25,IC
UJDA4L0648,365.25,384.2,IGOF
UJDA4L0648,384.2,391.05,IC
UJDA4L0648,391.05,412.9,IGOF
UJDA4L0648,412.9,438.45,IS
UJDA4L0648,438.45,471.35,IC
UJDA4L0648,471.35,491.45,IGOF
UJDA4L0648,491.45,538.45,IC
UJDA4L0648,538.45,566.7,IS
UJDA4L0648,566.7,611.6,IF
UJDA4L0648,611.6,613.1,SR
UJDA4L0648,613.1,686.35,IF
UJDA4L0648,686.35,687.85,SR
UJDA4L0648,687.85,700,IGOC
UJDA4L0647,0,3.15,AT
UJDA4L0647,3.15,31.65,IF
UJDA4L0647,31.65,52.05,IF
UJDA4L0647,52.05,57.1,IC
UJDA4L0641,0,3.1,AT
UJDA4L0641,3.1,39.6,IF
UJDA4L0641,39.6,55.85,IF
UJDA4L0641,55.85,82.15,ICTF
UJDA4L0641,82.15,91.75,IANS
UJDA4L0641,91.75,110.05,IOCF
UJDA4L0640,98.85,102.65,INS
UJDA4L0640,102.65,106.25,INF
UJDA4L0640,106.25,110,INS
UJDA4L0639,0,0.6,AT
UJDA4L0639,0.6,3.75,CG
UJDA4L0639,3.75,15.9,IOCF
UJDA4L0639,15.9,21.65,FLF
UJDA4L0639,21.65,39.85,IANF
UJDA4L0639,39.85,60.95,IANF
UJDA4L0639,60.95,70.15,IGOS
UJDA4L0639,70.15,75.65,IOCF
UJDA4L0639,75.65,85.15,IGOF
UJDA4L0639,85.15,97.05,IGOF
UJDA4L0639,97.05,102.9,IANS
UJDA4L0637,0,3.6,AT
UJDA4L0637,3.6,49.9,IF
UJDA4L0637,49.9,74.25,IF
UJDA4L0637,74.25,86.85,IF
UJDA4L0637,86.85,96.05,IF
UJDA4L0637,96.05,102.6,IGOF
UJDA4L0637,102.6,110,IF
UJDA4L0636,0,3.1,AT
UJDA4L0636,3.1,21.9,QFF
UJDA4L0636,21.9,45.05,IOCF
UJDA4L0636,45.05,68.25,IF
UJDA4L0636,68.25,76.6,IS
UJDA4L0636,76.6,80.6,IOCF
UJDA4L0636,80.6,81.25,IC
UJDA4L0635,0,51.25,IF
UJDA4L0635,51.25,68.8,IC
UJDA4L0635,68.8,79.45,IF
UJDA4L0635,79.45,85.5,IC
UJDA4L0635,85.5,90,IF
UJDA4L0634,0,6.9,CG
UJDA4L0634,6.9,110,IGOF
UJDA4L0633,0,9.3,AT
UJDA4L0633,9.3,29.95,HARF
UJDA4L0633,29.95,42.85,IARF
UJDA4L0633,42.85,49.85,IGOF
UJDA4L0633,49.85,90,IF
UJDA4L0632,0,5.95,AT
UJDA4L0632,5.95,29.55,HGOS
UJDA4L0632,29.55,46.3,IGOF
UJDA4L0632,46.3,58.7,HF
UJDA4L0632,58.7,68.5,HCTF
UJDA4L0632,68.5,84.5,IF
UJDA4L0632,84.5,94.65,IGOF
UJDA4L0632,94.65,114.3,IF
UJDA4L0632,114.3,140,FSF
UJDA4L0631,0,14.75,IGOF
UJDA4L0631,14.75,33.45,IF
UJDA4L0631,33.45,43.75,IF
UJDA4L0631,43.75,64.35,IGOF
UJDA4L0631,64.35,85.05,IF
UJDA4L0631,85.05,90.75,HF
UJDA4L0631,90.75,100.2,HGOS
UJDA4L0630,0,1.3,AT
UJDA4L0630,1.3,15.7,IF
UJDA4L0630,15.7,46.35,HF
UJDA4L0630,46.35,90,IF
UJDA4L0629,0,13.1,AT
UJDA4L0629,13.1,37.3,LTF
UJDA4L0629,37.3,56.2,IGOF
UJDA4L0629,56.2,62.25,IF
UJDA4L0629,62.25,66.15,FLF
UJDA4L0629,66.15,104.25,IGOF
UJDA4L0629,104.25,124.6,ICTF
UJDA4L0629,124.6,134.45,IGOF
UJDA4L0629,134.45,135.95,SR
UJDA4L0629,135.95,161.7,IGOF
UJDA4L0629,161.7,178.6,QFF
UJDA4L0629,178.6,184.6,IF
UJDA4L0629,184.6,212.65,IOCF
UJDA4L0628,0,4.35,IGOF
UJDA4L0628,4.35,8.25,IGOS
UJDA4L0628,8.25,20.25,IGOF
UJDA4L0628,20.25,102.55,IF
UJDA4L0627,0,0.6,AT
UJDA4L0627,0.6,20.45,INF
UJDA4L0627,20.45,25.95,HF
UJDA4L0626,0,4.1,CG
UJDA4L0626,4.1,26.7,HGOF
UJDA4L0626,26.7,32.5,HF
UJDA4L0626,32.5,43.7,IF
UJDA4L0626,43.7,57.45,IF
UJDA4L0626,57.45,82.35,IOCF
UJDA4L0626,82.35,90,IF
UJDA4L0625,0,21.55,PI
UJDA4L0625,21.55,57.2,FSF
UJDA4L0625,57.2,82.45,QFF
UJDA4L0625,82.45,92.2,IOCF
UJDA4L0625,92.2,106.65,QFF
UJDA4L0625,106.65,113.8,IOCF
UJDA4L0624,0,8.45,CG
UJDA4L0624,8.45,13.7,IGOF
UJDA4L0624,13.7,38,FSF
UJDA4L0624,38,65.85,QFF
UJDA4L0624,65.85,71.9,IGOF
UJDA4L0624,71.9,111.3,FSF
UJDA4L0623,0,6.25,IF
UJDA4L0623,6.25,66.9,FSF
UJDA4L0623,66.9,77.95,IGOF
UJDA4L0623,77.95,79.5,SR
UJDA4L0623,79.5,90,IGOS
UJDA4L0622,0,74.8,IF
UJDA4L0622,74.8,76.3,SR
UJDA4L0622,76.3,90.3,IF
UJDA4L0616,0,10.85,CG
UJDA4L0616,10.85,32.75,HGOF
UJDA4L0616,32.75,36.5,ICTF
UJDA4L0616,36.5,78.85,IF
UJDA4L0616,78.85,88.8,HF
UJDA4L0616,88.8,133.75,IF
UJDA4L0616,133.75,173.7,IS
UJDA4L0616,173.7,192.35,IF
UJDA4L0616,192.35,510.8,IC
UJDA4L0616,510.8,565.25,IF
UJDA4L0616,565.25,585.45,IS
UJDA4L0570,0,28.4,PI
UJDA4L0570,28.4,43.1,PI
UJDA4L0570,43.1,68.35,LTF
UJDA4L0570,68.35,107.2,IGOF
UJDA4L0570,107.2,122.1,FSF
UJDA4L0526,0,0.6,AT
UJDA4L0526,30.8,36.95,IF
UJDA4L0526,42.9,48.8,IS
UJDA4L0526,59,65,IS
UJDA4L0526,65,83.25,IF
UJDA4L0526,83.25,111.7,IF
UJDA4L0526,111.7,119.8,IGOC
UJDA4L0526,149.3,156.35,IGOS
UJDA4L0526,156.35,171.35,IGOS
UJDA4L0526,171.35,178.6,IF
UJDA4L0526,178.6,185.75,IGOF
UJDA4L0526,185.75,190.75,IF
UJDA4L0526,198.9,204.05,IOCF
UJDA4L0526,204.05,210.6,IF
UJDA4L0526,210.6,218,IF
UJDA4L0526,218,223,IF
UJDA4L0526,223,236.75,IGOF
UJDA4L0526,236.75,259.75,IF
UJDA4L0526,259.75,272.6,IGOF
UJDA4L0526,272.6,278.2,IF
UJDA4L0526,278.2,283.4,IOCF
UJDA4L0526,283.4,289.85,IF
UJDA4L0526,289.85,298.35,IGOF
UJDA4L0526,298.35,307.1,IF
UJDA4L0526,307.1,312.45,QZF
UJDA4L0526,312.45,323,IOCF
UJDA4L0526,323,348.15,IF
UJDA4L0526,348.15,355.55,IF
UJDA4L0526,355.55,360.55,IF
UJDA4L0526,360.55,375.85,IF
UJDA4L0526,375.85,386.5,IF
UJDA4L0526,386.5,402.75,IOCF
UJDA4L0526,402.75,464.2,SR
UJDA4L0444,0,4.1,AT
UJDA4L0444,4.1,43.05,IGOF
UJDA4L0444,43.05,92.2,IF
UJDA4L0444,92.2,100.1,IS
UJDA4L0442,0,4.4,IF
UJDA4L0442,4.4,24.7,IC
UJDA4L0442,24.7,34.7,IGOS
UJDA4L0442,34.7,39.3,IC
UJDA4L0442,39.3,42.55,IF
UJDA4L0442,42.55,64.45,IC
UJDA4L0442,64.45,82.9,IGOC
UJDA4L0442,82.9,86.5,VQC
UJDA4L0442,86.5,100,IGOC
UJDA4L0441,0,2.2,AT
UJDA4L0441,2.2,4.6,CG
UJDA4L0441,4.6,20.3,IOCF
UJDA4L0441,20.3,23.95,IGOC
UJDA4L0441,23.95,35.15,IOCF
UJDA4L0441,35.15,51.7,FSF
UJDA4L0441,51.7,73.1,INF
UJDA4L0441,73.1,81.9,QZC
UJDA4L0441,81.9,96.1,IGOF
UJDA4L0441,96.1,97.6,SR
UJDA4L0441,97.6,100.1,IGOS
UJDA4L0440,0,16.65,IOCF
UJDA4L0440,16.65,40.55,IGOF
UJDA4L0440,40.55,54.15,IF
UJDA4L0440,54.15,61.8,IS
UJDA4L0440,61.8,100,IC
UJDA4L0439,0,65.8,IOCF
UJDA4L0439,65.8,86.2,IF
UJDA4L0439,86.2,100,IOCF
UJDA4L0437,0,0.6,AT
UJDA4L0437,0.6,31.7,IF
UJDA4L0437,31.7,49.15,IF
